host,method,path,requests_times_production
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1081962674358317056,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1081976957590827008,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/227003497794175375551/info,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083439173486063616,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083439486938984448,1
uk-gateway.hungrypanda.co,POST,/api/erp/login-merchant-server/v1/2145,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/9623de1824b22b19bdc36c5397ab8ef8,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1084048876385677312,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1083039365847920640,1
uk-gateway.hungrypanda.co,OPTIONS,/api/erp/login-merchant-server/v1/28988453,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082906521639419904,1
uk-gateway.hungrypanda.co,OPTIONS,/api/erp/login-merchant-server/v1/781612096,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/242657/items,1
uk-gateway.hungrypanda.co,POST,/api/erp/login-merchant-server/v1/24343,1
uk.pl1ink263sk86.com,POST,/api/special/channel/timely/status/PD1084038207430828032/2045264,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/9a0d3bd66210ae8178db069bcf11b33a,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/17173b83bbecc6e3ac55dc0f7c4cc01d,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/2044398537940779574161/accept,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/9730/visit/page,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/5d75827fdc676e61ee363aae02536f69,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/892918937951eb253570007a9a03743e,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083102005079408640,1
uk-gateway.hungrypanda.co,GET,/api/pos/v1/open/order/1928468017747757941190/phone_number,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082944329420451840,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/b6f508ddd3ad346c06ab9d529da4883b,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/afbbef8143e2b6ea90140ae8adba77ea,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/task/invitation/25489/1768/shop/goods/template/detail,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/239269/items,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/5063179787144721031697/info,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082349941279608832,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/5509395957347736341320/food_ready_to_complete,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1083383285140238336,1
app-uk.hungrypanda.vip,POST,/api/user/pwd/reset,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/237417/items,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083386677459759104,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/237381/items,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/2813400977543700691306/info,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1083430925303361536,1
admin-api-uk.pandafreshmart.com,OPTIONS,/pc/b2b/order/cancel,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/7696227487042735711438/info,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/54d3625a5ba66426717a235afaabd74d,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082980470536634368,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1083390024300441600,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083390550240997376,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/237858/items,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/ca557a13abcb9b9250f2b7c61c147ab1,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082597399712231424,1
uk.pl1ink263sk86.com,GET,/api/special/channel/barclayV2/redirect/PD1082589702114639872,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082600169882251264,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/238009/items,1
fr-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/438313021/visit/page,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/1113456097749724231836/accept,1
uk-gateway.hungrypanda.co,POST,/api/erp/routing/pay/config/update/show,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/475021820734677698680/accept,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/315926277744474222874/food_ready_to_complete,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1082957774463250432,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/2900c390e24f16a87e72574d7358c3a2,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/d7067fd771574d360978f4ff0311ebed,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/0117433697443767891727/info,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084115258662006784,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082702324039864320,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/215826269744975251466/info,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/9500413567148773392384/info,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083426126363459584,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/71f99e79deb5ea877731b17fbbe53a52,1
uk.pl1ink263sk86.com,GET,/api/special/channel/barclayV2/redirect/PD1082721289151582208,1
uk.pl1ink263sk86.com,GET,/api/special/channel/barclayV2/redirect/PD1082693314006351872,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082703343960379392,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/239958/items,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082681706367676416,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082692971928932352,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082691821099995136,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/3068133577747710501147/info,1
fr-gateway.hungrypanda.co,GET,/api/bdm/mobile/shop/334471294/basic,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/2368193477642716273929/accept,1
uk.pl1ink263sk86.com,POST,/api/special/channel/timely/status/PD1082332739577446400/1483006,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082333194459729920,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/0926416197049758373280/info,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1082682254895009792,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082324779892731904,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/bad2546483ab8787b690ddee6914f09d,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084526721100754944,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/8408595477044707732810/info,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/shop/visit/60054/detail,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/f1a81eb6988802c38d620dc4ec1a44c3,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1082347587125825536,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084093590942068736,1
uk-gateway.hungrypanda.co,OPTIONS,/api/erp/login-merchant-server/v1/247875436,1
pos-fr.hungrypanda.co,POST,/api/pos/v1/open/order/931845633724878015371/food_ready_to_complete,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1083426219728666624,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/648365300714278996966/accept,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1083777601327149056,1
uk.pl1ink263sk86.com,GET,/api/special/channel/barclayV2/redirect/PD1083784232408293376,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083970664053944320,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082596692187672576,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/5201560297140745282698/info,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/shop/visit/60209/detail,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084024286670303232,1
uk-gateway.hungrypanda.co,GET,/api/bdm/shop/visit/60910/detail,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/243379/items,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/5239b8bdab5277395107c11c6fa47d7d,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082342473635459072,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/243345/items,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082594090238603264,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/243314/items,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084028616213626880,1
uk-gateway.hungrypanda.co,GET,/api/bdm/shop/visit/59781/detail,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/shop/visit/60961/detail,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/shop/visit/59994/detail,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/627e7220af8d7948a94238207149134e,1
uk-gateway.hungrypanda.co,POST,/api/erp/login-merchant-server/v1/25016,1
uk-gateway.hungrypanda.co,POST,/api/bdm/mobile/shop/20309/task/page,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/9476634817441762841823/food_ready_to_complete,1
uk-gateway.hungrypanda.co,POST,/api/erp/login-merchant-server/v1/417420946,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084088728622039040,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/37da7e7cb3da621535f44890dcb0a9b2,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/23402/basic,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/4088518607049787371155/accept,1
uk-gateway.hungrypanda.co,POST,/api/bdm/mobile/shop/1842/task/todo,1
app-uk.hungrypanda.vip,POST,/api/app/user/payment/v2/channel/createCard,1
uk.pl1ink263sk86.com,POST,/api/special/channel/timely/status/PD1081984616423886848/1768953,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/237031/items,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/237219/items,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/3b4d8ac90900e8b0cf971d2d2bedaba8,1
uk-gateway.hungrypanda.co,OPTIONS,/api/deliveryAdmin/new/city/area/save/distribution,1
fr-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/497270613/task/todo,1
uk.pl1ink263sk86.com,GET,/api/special/channel/barclayV2/redirect/PD1082702737317171200,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/8475054157146796731615/info,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/607101611704974643489/accept,1
uk-gateway.hungrypanda.co,GET,/api/bdm/mobile/shop/19472/basic,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/253589078/basic,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/692847741784477567324/accept,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/0f6b04544e7540e6a0224b59889f3f30,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082724048395038720,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/6464679797945756621295/accept,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/6663671387444721561594/food_ready_to_complete,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/2061610167640740121977/food_ready_to_complete,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084461037545140224,1
uk-gateway.hungrypanda.co,POST,/api/erp/login-merchant-server/v1/23973,1
uk.pl1ink263sk86.com,GET,/api/special/channel/barclayV2/redirect/PD1082337576125857792,1
pos-fr.hungrypanda.co,POST,/api/pos/v1/open/order/5274006447243755641636/accept,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/6724261007040708221943/info,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/148961089764370321785/info,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1081965439105552384,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1081968939537453056,1
uk-gateway.hungrypanda.co,GET,/api/bdm/mobile/shop/visit/59359/detail,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/9279589867640732672459/info,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/6271539377047714132151/info,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/242665/items,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084504511714000896,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1081954646699986944,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/738659313744375064801/food_ready_to_complete,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/243451/items,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/5104592607849786321175/info,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/946709423754876204842/accept,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1082603778179067904,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084512056813912064,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/6081541457946748211176/info,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/2181592237545785432592/food_ready_to_complete,1
uk-gateway.hungrypanda.co,GET,/api/bdm/mobile/shop/visit/61573/detail,1
admin-api-uk.pandafreshmart.com,OPTIONS,/fence/addCityFence,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/e80cf0830a6a7694afaea74d5c65d892,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/242111/items,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/2292029937845702791465/food_ready_to_complete,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/698508063704474953357/self_delivery_complete,1
uk-gateway.hungrypanda.co,OPTIONS,/api/erp/login-merchant-server/v1/451945699,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1084013147362242560,1
uk-gateway.hungrypanda.co,POST,/api/erp/login-merchant-server/v1/19069,1
uk-gateway.hungrypanda.co,GET,/api/bdm/shop/visit/61563/detail,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082698240285134848,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/20d7d00ab3061e192961cac83c9eed11,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/620a42b41943a1ab7f6795813693e0a8,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/ac67d30e91084a5f1336d6ef2a1fe708,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1084491538486079488,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084085638256472064,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084084230656438272,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/1116460067645782012559/info,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/242681/items,1
uk-gateway.hungrypanda.co,OPTIONS,/api/erp/login-merchant-server/v1/20177,1
uk-gateway.hungrypanda.co,POST,/api/erp/risk/controller/rule/getParam/12,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/235526/items,1
pos-uk.hungrypanda.co,GET,/progs/homepage,1
fr-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/172569530/task/todo,1
uk-gateway.hungrypanda.co,OPTIONS,/api/erp/update/key_account,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082688936571826176,1
uk-gateway.hungrypanda.co,POST,/api/pos/threespos/v1/orders/6948233737749708901184/sync_status,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082682184573308928,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082687220535709696,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/0377688537144737201279/accept,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082688978674249728,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1084070306802663424,1
uk-gateway.hungrypanda.co,OPTIONS,/api/erp/login-merchant-server/v1/983142804,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/1044224637241780101224/info,1
pos-fr.hungrypanda.co,GET,/api/pos/v1/open/order/1147224497649760331262/info,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084096640882933760,1
pos-uk.hungrypanda.co,GET,/api/pos/v2/open/item/detail/40104b4d2a254e8aafeefcbc5e60d322/13553123,1
fr-gateway.hungrypanda.co,POST,/api/bdm/mobile/shop/3622/task/todo,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084478525643522048,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/5391a619ab9a5a2c836defd97d06b85f,1
uk-gateway.hungrypanda.co,POST,/api/erp/login-merchant-server/v1/2143,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/201aa9363ad83e07716e9989f04ab379,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1083719217278169088,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/51308c44ad1a9070ace88795adf1ab47,1
uk-gateway.hungrypanda.co,GET,/api/bdm/mobile/shop/18495/basic,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/5071568197440786411764/info,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/777453158764175732697/info,1
pos-uk.hungrypanda.co,GET,/api/pos/v2/open/item/detail/b05ce6e4fb604bb791f21f611738a86b/12342324,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083724011434749952,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1084097499947696128,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/244215/items,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084423631658123264,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/2694434817549724021837/info,1
uk-gateway.hungrypanda.co,GET,/api/pos/v1/open/order/5061518277549750681785/phone_number,1
uk-gateway.hungrypanda.co,GET,/api/pos/v1/open/order/9968542417541766191813/phone_number,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/256366578724774139903/info,1
uk.pl1ink263sk86.com,GET,/api/special/channel/barclayV2/redirect/PD1081979519395037184,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/8387466307545752131459/info,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/2973563317245799261423/info,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1083383663582085120,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/790242fd41e94afcb444dcd1b247ba66,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083416214746771456,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/8878572167549771252284/info,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084093340032794624,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/8977542467444799772291/info,1
uk-gateway.hungrypanda.co,POST,/api/bdm/mobile/shop/1597/task/todo,1
uk-gateway.hungrypanda.co,GET,/api/pos/v1/open/order/9132109727541741091280/phone_number,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/903016781754276900933/accept,1
uk-gateway.hungrypanda.co,POST,/api/pos/threespos/v1/orders/9765075527740755162000/sync_status,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/3958637017547757021953/accept,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/task/invitation/657311411/1969/shop/goods/discount/detail,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/task/invitation/637179853/1969/shop/goods/template/detail,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1081973526268473344,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1081978917031243776,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083387777516646400,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/3988574487048788011799/food_ready_to_complete,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1082683987762868224,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/4058610407049783801673/info,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1082240744340770816,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/1580542847645703242564/info,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/936160514774276655692/accept,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/577255557744477373576/self_delivery_complete,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/243431/items,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/244816/items,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083446807352410112,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/3964360b44c0ae9c2878d1157e8d542d,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/242053/items,1
uk-gateway.hungrypanda.co,POST,/api/erp/login-merchant-server/v1/242933783,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083447974925008896,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/609345524764777318476/food_ready_to_complete,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083662823342551040,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/48d95ebda47bc7fb1d8dfa82c0d11ac1,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/241989/items,1
uk-gateway.hungrypanda.co,OPTIONS,/api/deliveryAdmin/appPublishRecord,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083660189915230208,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/238049/items,1
uk-gateway.hungrypanda.co,POST,/api/bdm/mobile/task/invitation/715365681/1993/shop/goods/template/detail,1
uk-gateway.hungrypanda.co,OPTIONS,/api/erp/login-merchant-server/v1/562611711,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/235662836774473540736/accept,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/3074470777043710271676/accept,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/241693/items,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083654598014611456,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/7390463377245729461709/accept,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1083748402086641664,1
uk-gateway.hungrypanda.co,GET,/api/pos/v1/open/order/6198430987943747371435/phone_number,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/private-shop/9279/detail,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/2f380a4c179c3236fe8b2f5d64874fe7,1
fr-gateway.hungrypanda.co,POST,/api/merchant/auth/login/57a9b679c4e9b2b3feb6e9bd08712601,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/244657/items,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083628323912888320,1
0.001,OPTIONS,/b2b/order/getDetail,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/6275517187243749072081/info,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/30379/items,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/20b134257a2b147a2cdec336824b392d,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/c186dae92497389df5696e6cf2009456,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084076268500103168,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082993781936324608,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/219146530764270702875/accept,1
fr-gateway.hungrypanda.co,OPTIONS,/api/erp/login-merchant-server/v1/346127350,1
fr-gateway.hungrypanda.co,POST,/api/merchant/auth/login/8ff4861a75dbde16f69d4cb2aefb8131,1
uk-gateway.hungrypanda.co,POST,/api/erp/login-merchant-server/v1/306767860,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/8354049867442703101441/info,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/243286/items,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/242653/items,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/task/invitation/1989/following-shop/page,1
fr-gateway.hungrypanda.co,POST,/api/merchant/auth/login/8a7e88768724528201d76ebb76252ac2,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084383803543203840,1
